"Date","Wind Speed(mph)","Wind Dir","Gust Speed(mph)","Gust Dir","Visibility(miles)","Air Temp(°F)","Relative Humidity(%)","Dew Point(°F)","Rain?(y/n)","Rain Rate(in/hr)"
"2018/11/30 12:15 am","10.1","W","18.1","W","","36","99","35.6","No","0"
"2018/11/30 12:10 am","8.7","W","18.6","W","","36","98","35.4","Yes","1"
"2018/11/30 12:05 am","9.85","W","17.6","W","","36.05","97","35.25","Yes","1"
"2018/11/30 12:00 am","11","W","16.6","W","","36.1","96","35.1","Yes","1"
"2018/11/29 11:55 pm","9.4","WSW","18.1","WSW","","36.3","95","34.9","No","0"
"2018/11/29 11:50 pm","10.5","WSW","18.1","WSW","","36.5","93","34.7","No","0"
"2018/11/29 11:45 pm","10.1","WSW","20.4","W","","36.7","92","34.5","No","0"
"2018/11/29 11:40 pm","10.1","WSW","20.4","W","","36.7","92","34.5","No","0"
"2018/11/29 11:35 pm","8.5","WSW","23.7","WNW","","36.9","92","34.5","No","0"
"2018/11/29 11:30 pm","10.5","WSW","24.6","W","","36.7","92","34.5","No","0"
"2018/11/29 11:25 pm","12.8","W","25.5","WSW","","36.7","92","34.5","No","0"
"2018/11/29 11:20 pm","11.2","W","27.4","W","","36.8","91.5","34.4","No","0"
"2018/11/29 11:15 pm","9.6","W","29.3","W","","36.9","91","34.3","No","0"
"2018/11/29 11:10 pm","13.4","W","29.3","W","","37","89","34.2","No","0"
"2018/11/29 11:05 pm","15.4","WNW","27.1","WSW","","37","90","34.2","No","0"
"2018/11/29 11:00 pm","10.7","WNW","22.8","WSW","","36.9","91","34.3","No","0"
"2018/11/29 10:55 pm","10.7","WNW","22.8","WSW","","36.9","91","34.3","No","0"
"2018/11/29 10:50 pm","11.6","W","27.1","W","","37","90","34.2","No","0"
"2018/11/29 10:45 pm","11.4","W","27.1","W","","37","89","34.2","No","0"
"2018/11/29 10:40 pm","11.4","W","28","W","","37.2","87","33.8","No","0"
"2018/11/29 10:35 pm","11.4","W","28","W","","37.2","87","33.8","No","0"
"2018/11/29 10:30 pm","17.4","W","28","W","","37.6","86","33.6","No","0"
"2018/11/29 10:25 pm","15","WSW","30","W","","37.8","84","33.1","No","0"
"2018/11/29 10:20 pm","11.2","WSW","35.6","W","","37.8","84","33.3","No","0"
"2018/11/29 10:15 pm","11.2","WSW","35.6","W","","37.8","84","33.3","No","0"
